row_id,order_id,order_date,ship_date,ship_mode,customer_id,city,state,product_id,category,sub_category,product_name,sales,quantity,discount,profit
10258,CA-2016-471182,10/15/2017,10/17/2017,Standard Class,BE-11410,Medford,Oregon,TEC-PH-10001835,technologies,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,1027.8084,3,0,263.3949
10259,CA-2016-941511,07-09-2014,07/14/2014,Standard Class,NB-18655,Watertown,New York,OFF-PA-10002741,OfficeSupply,Paper,Xerox 1980,464.4175,7,0.3,55.6205
10260,CA-2015-753821,07/14/2017,07/18/2017,Standard Class,NP-18325,Bozeman,Montana,FUR-CH-10001708,Furni,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,206.4887,9,0.15,14.8156
10261,US-2017-261661,07/24/2017,07/27/2017,Same Day,TT-21265,Pueblo,Colorado,OFF-AR-10001177,OfficeSupply,Art,Newell 349,0.01,2,0,0.0063
10262,US-2014-629930,04/30/2014,04/30/2014,Second Class,RA-19285,Alexandria,Virginia,OFF-BI-10004410,OfficeSupply,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",176.1202,3,0.7,-41.1128
10263,US-2014-826157,09/28/2016,09/29/2016,First Class,RH-19600,Everett,Washington,OFF-FA-10001754,OfficeSupply,Fasteners,Stockwell Gold Paper Clips,0.01,14,0.5,-0.0026
10264,CA-2016-194378,06/14/2017,06/17/2017,Same Day,MF-17665,Vallejo,California,TEC-PH-10004188,Tech,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,0.01,7,0.2,0.0016
10265,CA-2016-561177,07/30/2015,07/30/2015,Second Class,SC-20305,Keller,Texas,OFF-BI-10004233,OfficeSupply,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",1163.4476,2,0.2,205.4627
10266,CA-2017-941758,05/19/2015,05/23/2015,First Class,MC-17275,Whittier,California,OFF-BI-10000201,OfficeSupply,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",779.9737,8,0.4,
10267,US-2017-336235,09-11-2016,09/17/2016,First Class,FG-14260,Oswego,Illinois,OFF-AP-10000390,OfficeSupply,Appliances,Euro Pro Shark Stick Mini Vacuum,477.4743,14,0.32,134.2667
10268,US-2017-329551,01/30/2016,01/30/2016,Same Day,TP-21565,Durham,North Carolina,OFF-EN-10000483,OfficeSupply,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",723.3622,3,0,331.6007
10269,US-2016-608327,02/28/2014,03-06-2014,Same Day,DB-13210,Los Angeles,California,FUR-FU-10003708,Furni,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0.01,7,0.32,0.0003
10270,US-2014-512162,04-06-2016,04-07-2016,Standard Class,WB-21850,The Colony,Texas,OFF-BI-10001267,OfficeSupply,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1069.6338,11,0.4,-68.6066
10271,US-2014-118429,04/19/2016,04/19/2016,Second Class,JE-16165,Coachella,California,TEC-PH-10004165,Tech,Phones,Mitel MiVoice 5330e IP Phone,49.7553,12,0.6,-16.0241
10272,US-2016-694988,07/26/2016,07/27/2016,Standard Class,DE-13255,La Porte,Indiana,OFF-AR-10003373,OfficeSupply,Art,"Boston School Pro Electric Pencil Sharpener, 1670",0.01,2,0.5,0
10273,CA-2017-876578,04/30/2017,05-06-2017,First Class,KN-16390,Woonsocket,Rhode Island,FUR-BO-10003965,Furni,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,499.4251,3,0.4,13.0868
10274,US-2015-332560,07/24/2015,07/29/2015,Standard Class,ME-17320,Des Plaines,Illinois,OFF-PA-10003797,OfficeSupply,Paper,Xerox 209,300.5789,14,0.5,-0.9353
10275,CA-2016-143252,04/29/2016,04/29/2016,Same Day,JD-16150,Philadelphia,Pennsylvania,TEC-PH-10004774,Tech,Phones,Gear Head AU3700S Headset,223.3158,6,0.5,-34.3947
10276,US-2015-585517,12/30/2016,01-06-2017,Second Class,RH-19495,Detroit,Michigan,OFF-AP-10002945,OfficeSupply,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,0.01,3,0.5,0
10277,CA-2014-270964,09/13/2017,09/20/2017,Same Day,EN-13780,Stockton,California,TEC-MA-10002694,technologies,Machines,Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,190.6828,9,0.45,-53.3355
10278,CA-2016-827467,10-06-2014,10-11-2014,Standard Class,SC-20770,Vancouver,Washington,FUR-BO-10002202,Furni,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",0.01,1,0.32,-0.0022
10279,US-2015-806084,06-10-2016,06/16/2016,Second Class,EB-13750,Woodstock,Georgia,OFF-AR-10004344,OfficeSupply,Art,Bulldog Vacuum Base Pencil Sharpener,304.7375,7,0.45,-75.9113
10280,US-2016-470491,12/20/2014,12/21/2014,Second Class,LM-17065,Trenton,Michigan,OFF-PA-10004948,OfficeSupply,Paper,Xerox 190,976.8117,9,0.3,-116.7868
10281,CA-2017-875024,07/21/2014,07/23/2014,Second Class,IM-15070,Fort Lauderdale,Florida,TEC-AC-10000420,Tech,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,530.5328,1,0.45,-70.8189
10282,CA-2014-831897,06-06-2014,06-08-2014,Standard Class,MC-17605,Apple Valley,Minnesota,OFF-EN-10002831,OfficeSupply,Envelopes,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",819.2383,7,0.4,-317.1661
10283,CA-2016-519046,07-11-2015,07/17/2015,Second Class,BS-11590,Jupiter,Florida,OFF-AR-10002956,OfficeSupply,Art,Boston 16801 Nautilus Battery Pencil Sharpener,1012.6802,2,0.32,275.0599
10284,CA-2015-245409,05-05-2015,05-07-2015,First Class,MA-17560,Visalia,California,TEC-AC-10000844,Tech,Accessories,Logitech Gaming G510s - Keyboard,37.1645,8,0.8,-7.8537
10285,CA-2017-967845,12/28/2014,01-03-2015,First Class,DB-13270,Monroe,North Carolina,TEC-PH-10001760,Tech,Phones,Bose SoundLink Bluetooth Speaker,337.7432,3,0.8,-118.0267
10286,CA-2015-359235,05-04-2017,05-05-2017,First Class,KS-16300,Texas City,Texas,OFF-ST-10004186,OfficeSupply,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",1595.4555,14,0.15,514.4361
10287,CA-2017-997195,11/26/2017,11/27/2017,First Class,CS-12505,Columbia,Tennessee,OFF-PA-10000726,OfficeSupply,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",70.8443,11,0.32,-8.2165
10288,CA-2016-271223,06/23/2015,06/28/2015,Same Day,JB-16045,Iowa City,Iowa,OFF-PA-10004971,OfficeSupply,Paper,Xerox 196,772.9268,6,0.4,-302.8248
10289,CA-2014-476143,08/23/2014,08/26/2014,First Class,AH-10210,Arvada,Colorado,OFF-PA-10003625,OfficeSupply,Paper,Xerox 1979,798.8419,2,0.7,-447.1091
10290,CA-2014-957832,05-05-2014,05-11-2014,Same Day,MG-17875,Long Beach,California,OFF-SU-10004661,OfficeSupply,Supplies,Acme Titanium Bonded Scissors,834.7966,1,0.1,586.7999
10291,CA-2016-205164,11-12-2015,11/16/2015,Second Class,PO-18865,Greenwood,Indiana,OFF-EN-10003040,OfficeSupply,Envelopes,Quality Park Security Envelopes,0.01,9,0.3,0.001
10292,US-2017-668619,11/28/2016,12-04-2016,Second Class,RB-19435,York,Pennsylvania,OFF-PA-10000675,OfficeSupply,Paper,Xerox 1919,293.241,3,0.7,-107.7703
10293,CA-2017-315416,01-07-2015,01-10-2015,Same Day,AJ-10960,Orlando,Florida,FUR-FU-10003192,Furni,Furnishings,Luxo Adjustable Task Clamp Lamp,328.9446,12,0.2,51.2873
10294,US-2015-330409,11-08-2017,11/14/2017,Same Day,JB-15925,Perth Amboy,New Jersey,TEC-MA-10003176,Tech,Machines,Okidata B400 Printer,399.8886,14,0.8,-261.517
10295,CA-2016-108416,10/16/2016,10/23/2016,Second Class,SR-20425,Malden,Massachusetts,OFF-LA-10000134,OfficeSupply,Labels,Avery 511,0.01,6,0.7,-0.0044
10296,CA-2017-483296,06/25/2017,06/28/2017,First Class,HA-14905,Lake Forest,California,OFF-PA-10001260,OfficeSupply,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",174.9056,3,0,40.3506
10297,US-2016-657448,04/28/2017,05-02-2017,Standard Class,LH-17155,Springfield,Ohio,TEC-CO-10002095,Tech,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,130.4774,13,,24.3387
10298,CA-2017-256556,10/19/2017,10/23/2017,Second Class,JE-15475,Concord,New Hampshire,OFF-BI-10000962,OfficeSupply,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",930.6345,5,,72.6154
10299,CA-2015-918336,02/23/2017,02/24/2017,Second Class,JG-15310,Mount Pleasant,South Carolina,OFF-ST-10002406,OfficeSupply,Storage,Pizazz Global Quick File,1276.3454,10,0.2,-44.5958
10300,US-2016-169079,04/17/2015,04/18/2015,Second Class,AG-10765,Richmond,Indiana,OFF-BI-10004967,OfficeSupply,Binders,Round Ring Binders,485.6398,8,0.8,-148.49
10301,US-2014-580427,10/30/2016,11-05-2016,First Class,DH-13075,Montgomery,Alabama,OFF-BI-10003364,OfficeSupply,Binders,Binding Machine Supplies,1748.0825,12,0.7,-673.0563
10302,US-2017-953613,04-03-2014,04-09-2014,Standard Class,ER-13855,Fairfield,California,OFF-PA-10000565,OfficeSupply,Paper,Easy-staple paper,769.3502,6,,83.6483
10303,CA-2016-796163,06-09-2015,06/14/2015,Second Class,MS-17530,Renton,Washington,OFF-BI-10000050,OfficeSupply,Binders,"Angle-D Binders with Locking Rings, Label Holders",384.0702,14,0.32,139.6346
10304,CA-2017-765971,09/14/2017,09/18/2017,Standard Class,LF-17185,Pasadena,Texas,FUR-FU-10003773,Furni,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,0.01,11,0.8,-0.0053
10305,CA-2015-376595,07-08-2016,07/15/2016,First Class,PS-18760,Bakersfield,California,OFF-AP-10003622,OfficeSupply,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",467.5977,12,0.45,-22.0128
10306,US-2015-779397,09/28/2014,10-02-2014,Standard Class,MH-17440,Fremont,Nebraska,OFF-FA-10002815,OfficeSupply,Fasteners,Staples,0.01,3,0.5,0.0009
10307,CA-2016-502314,09-04-2014,09-05-2014,First Class,PO-19180,Pasadena,Texas,OFF-FA-10001843,OfficeSupply,Fasteners,Staples,1497.6555,7,0.2,392.8186
10308,CA-2015-959667,06/24/2015,06/27/2015,Second Class,DB-13660,Edmond,Oklahoma,OFF-ST-10000107,OfficeSupply,Storage,Fellowes Super Stor/Drawer,579.9589,4,0.32,-31.57
10309,US-2014-866254,03-08-2014,03-09-2014,Second Class,TT-21265,Holyoke,Massachusetts,FUR-BO-10003893,Furni,Bookcases,Sauder Camden County Collection Library,0.01,6,0.1,0.0025
10310,CA-2015-567620,04/17/2014,04/18/2014,Standard Class,CC-12685,Mcallen,Texas,OFF-EN-10000927,OfficeSupply,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.01,11,0,0.0036
10311,CA-2016-163207,10-07-2014,10-11-2014,Second Class,JS-15940,York,Pennsylvania,OFF-AR-10004974,OfficeSupply,Art,Newell 342,1324.0815,4,0.5,-609.2095
10312,US-2015-132925,11/27/2016,12-04-2016,Same Day,MM-18280,Hillsboro,Oregon,TEC-PH-10002549,technologies,Phones,Polycom SoundPoint IP 450 VoIP phone,659.0987,6,0.45,-177.7175
10313,US-2014-584963,11-07-2016,11-07-2016,First Class,JK-15325,Cambridge,Massachusetts,OFF-EN-10004955,OfficeSupply,Envelopes,Fashion Color Clasp Envelopes,0.01,2,0.7,0
10314,US-2015-436300,05-02-2017,05-07-2017,Same Day,JC-15775,Mount Pleasant,Michigan,OFF-SU-10001664,OfficeSupply,Supplies,Acme Office Executive Series Stainless Steel Trimmers,885.0199,9,0.3,-278.7068
10315,US-2015-508282,03/26/2017,03/28/2017,Second Class,ND-18460,Omaha,Nebraska,TEC-AC-10003033,Tech,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,0.01,2,0.4,-0.002
10316,CA-2015-426934,09-10-2017,09/14/2017,Second Class,JE-15475,Everett,Massachusetts,OFF-ST-10003208,OfficeSupply,Storage,Adjustable Depth Letter/Legal Cart,153.5025,13,0.2,9.4812
10317,US-2017-751531,12-10-2017,12/15/2017,Standard Class,TZ-21580,Torrance,California,OFF-AP-10001242,OfficeSupply,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,1141.9604,6,0.7,-503.316
10318,US-2014-766211,09/22/2014,09/25/2014,Same Day,RH-19555,Saint Paul,Minnesota,OFF-AR-10004062,OfficeSupply,Art,Staples in misc. colors,358.41,6,0.2,138.8404
10319,CA-2014-195605,07-08-2015,07/15/2015,Same Day,DB-13615,Franklin,Massachusetts,TEC-AC-10001432,technologies,Accessories,Enermax Aurora Lite Keyboard,281.3365,4,0.2,126.0502
10320,US-2016-405324,11-11-2014,11-12-2014,Second Class,FM-14290,Suffolk,Virginia,OFF-BI-10003963,OfficeSupply,Binders,Cardinal Holdit Data Disk Pockets,391.2719,6,0.7,-342.2909
10321,US-2014-350674,03-06-2015,03-07-2015,First Class,CK-12325,Sanford,Florida,OFF-BI-10000315,OfficeSupply,Binders,Poly Designer Cover & Back,761.921,7,0.45,-93.7474
10322,CA-2017-286047,06/17/2014,06/24/2014,First Class,BV-11245,Columbia,Maryland,OFF-BI-10004352,OfficeSupply,Binders,Wilson Jones DublLock D-Ring Binders,6.8695,12,0.4,-1.2273
10323,US-2015-613004,05/18/2016,05/22/2016,First Class,Dp-13240,Mcallen,Texas,OFF-ST-10003479,OfficeSupply,Storage,"Eldon Base for stackable storage shelf, platinum",0.01,3,0,0.0037
10324,US-2014-651182,10-07-2015,10-07-2015,Standard Class,HK-14890,Bethlehem,Pennsylvania,FUR-BO-10001811,Furni,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",0.01,12,0.6,-0.0014
10325,CA-2014-700616,03/18/2017,03/20/2017,Standard Class,DK-12895,Los Angeles,California,OFF-LA-10002195,OfficeSupply,Labels,Avery 481,586.3599,9,0.1,149.4099
10326,US-2014-497681,02/14/2014,02/21/2014,Second Class,SW-20245,Columbus,Ohio,TEC-AC-10001142,technologies,Accessories,First Data FD10 PIN Pad,755.3001,14,0.45,96.0681
10327,CA-2014-958293,04-10-2015,04/17/2015,Second Class,BG-11035,Saint Charles,Illinois,TEC-AC-10003590,Tech,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",1376.234,3,0,563.1301
10328,US-2014-942997,11/17/2016,11/19/2016,First Class,AM-10705,Lakewood,New Jersey,OFF-PA-10000552,OfficeSupply,Paper,Xerox 200,793.6748,8,0.6,-508.2615
10329,US-2014-686571,03-09-2015,03-10-2015,Standard Class,VP-21760,Roseville,Minnesota,OFF-PA-10000919,OfficeSupply,Paper,Xerox 1918,899.6191,7,0.45,-217.3483
10330,CA-2014-146537,11/30/2016,12-05-2016,First Class,JJ-15445,Las Cruces,New Mexico,OFF-PA-10000130,OfficeSupply,Paper,Xerox 199,0.01,11,0.6,0
10331,US-2014-190855,01/20/2016,01/21/2016,Second Class,SW-20755,Chesapeake,Virginia,OFF-LA-10003720,OfficeSupply,Labels,Avery 487,0.01,14,0.3,0.0001
10332,CA-2016-569134,05-05-2016,05-11-2016,Standard Class,RB-19435,Lawton,Oklahoma,FUR-FU-10003799,Furni,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",0.01,12,0.6,-0.0008
10333,US-2015-683289,11/18/2017,11/22/2017,Second Class,JC-16105,Manhattan,Kansas,TEC-AC-10001956,technologies,Accessories,Microsoft Arc Touch Mouse,30.4486,12,0.7,-16.6215
10334,CA-2015-338259,05-01-2015,05-03-2015,First Class,JK-15640,Dover,New Hampshire,TEC-PH-10004896,Tech,Phones,Nokia Lumia 521 (T-Mobile),3.8889,4,0.4,-0.8306
10335,US-2015-543978,03/28/2016,03/30/2016,Second Class,LC-17140,Little Rock,Arkansas,FUR-CH-10001545,Furni,Chairs,Hon Comfortask Task/Swivel Chairs,574.1009,3,0.2,161.21
10336,CA-2014-723721,03/24/2015,03/26/2015,First Class,TH-21100,La Porte,Texas,OFF-AP-10000696,OfficeSupply,Appliances,Holmes Odor Grabber,1235.1218,3,0.5,-233.6543
10337,CA-2017-732177,03/27/2017,03/27/2017,Standard Class,AT-10735,Hialeah,Florida,OFF-AR-10002578,OfficeSupply,Art,Newell 335,0.01,6,0.5,-0.0031
10338,CA-2014-994926,08-09-2015,08/13/2015,Same Day,SC-20095,Smyrna,Georgia,FUR-FU-10001756,Furni,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",92.7793,5,0.15,15.0287
10339,US-2015-922539,04/24/2015,04/24/2015,Standard Class,PB-19105,Chester,Pennsylvania,OFF-FA-10000053,OfficeSupply,Fasteners,Revere Boxed Rubber Bands by Revere,790.7309,10,,270.4688
10340,US-2016-383024,12-11-2016,12/15/2016,Second Class,MH-18025,Des Plaines,Illinois,TEC-PH-10000675,Tech,Phones,Panasonic KX TS3282B Corded phone,467.0696,6,0,
10341,US-2015-452500,08/18/2015,08/21/2015,Second Class,SV-20785,Evanston,Illinois,OFF-BI-10001120,OfficeSupply,Binders,Ibico EPK-21 Electric Binding System,1038.0043,8,0.2,
10342,CA-2017-248373,09/29/2017,10-03-2017,First Class,PW-19030,Great Falls,Montana,FUR-CH-10002320,Furni,Chairs,Hon Pagoda Stacking Chairs,0.01,14,0.5,
10343,US-2017-361778,10/15/2017,10/22/2017,First Class,LW-16990,Southaven,Mississippi,TEC-PH-10001300,technologies,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",1190.468,5,0.4,92.61
10344,US-2016-504241,07-02-2014,07-06-2014,Same Day,RP-19270,Pensacola,Florida,TEC-MA-10003356,technologies,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,369.0892,4,0.32,15.807
10345,CA-2014-160911,01-10-2017,01/17/2017,Second Class,BT-11395,Decatur,Alabama,OFF-PA-10001509,OfficeSupply,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",0.01,13,0.45,-0.0022
10346,US-2017-977003,03/23/2015,03/23/2015,Second Class,SN-20560,Florence,Alabama,FUR-FU-10003553,Furni,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",0.01,9,,-0.007
10347,US-2015-374555,09/18/2015,09/19/2015,Standard Class,LC-17050,Ormond Beach,Florida,OFF-FA-10001883,OfficeSupply,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",928.4583,9,0.7,-402.8571
10348,CA-2015-328139,07-11-2014,07/15/2014,Second Class,SA-20830,Morristown,New Jersey,OFF-PA-10001934,OfficeSupply,Paper,Xerox 1993,0.01,14,0.32,0
10349,US-2017-238345,06/23/2015,06/28/2015,Standard Class,RO-19780,New Brunswick,New Jersey,FUR-CH-10001270,Furni,Chairs,Harbour Creations Steel Folding Chair,761.7214,2,0.8,-428.1599
10350,US-2016-870223,02-07-2016,02-10-2016,First Class,SF-20200,Andover,Massachusetts,OFF-PA-10001947,OfficeSupply,Paper,Xerox 1974,128.3166,2,,0.5498
10351,US-2016-337125,05/31/2015,06-01-2015,Second Class,AB-10150,Saint Peters,Missouri,OFF-PA-10002986,OfficeSupply,Paper,Xerox 1898,0.01,14,0.1,0.0026
10352,US-2016-753751,03/17/2016,03/17/2016,Standard Class,KD-16615,Saint Charles,Illinois,TEC-PH-10001819,Tech,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,551.9148,14,0.32,-99.8531
10353,CA-2015-261003,09-01-2014,09-08-2014,First Class,JL-15130,Coachella,California,OFF-AR-10004685,OfficeSupply,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",49.7928,6,0.5,-5.9463
10354,US-2017-907533,06/14/2016,06/18/2016,Same Day,AC-10450,Manteca,California,OFF-AR-10003723,OfficeSupply,Art,Avery Hi-Liter Fluorescent Desk Style Markers,1135.9653,3,0.6,-484.8261
10355,US-2014-262619,05/25/2015,05/27/2015,Standard Class,QJ-19255,Portland,Oregon,FUR-FU-10002508,Furni,Furnishings,Document Clip Frames,0.01,5,0.8,-0.0068
10356,US-2016-623352,10/13/2014,10/18/2014,Same Day,CM-12715,Holland,Michigan,TEC-PH-10001809,technologies,Phones,Panasonic KX T7736-B Digital phone,1276.2774,2,,-425.6719
10357,US-2015-742658,10/20/2015,10/25/2015,Same Day,MW-18235,Texas City,Texas,OFF-ST-10002276,OfficeSupply,Storage,Safco Steel Mobile File Cart,0.01,7,0.32,0
10358,US-2015-572734,11-05-2014,11-11-2014,Same Day,NB-18655,Florence,Alabama,OFF-AP-10001366,OfficeSupply,Appliances,Staple holder,187.9027,13,0.32,9.5817
10359,CA-2015-400467,11/25/2016,11/26/2016,Second Class,DN-13690,Hickory,North Carolina,FUR-BO-10001619,Furni,Bookcases,O'Sullivan Cherrywood Estates Traditional Bookcase,692.0838,9,0.3,5.7634
10360,CA-2017-481489,01-10-2017,01/14/2017,Standard Class,AR-10825,Allentown,Pennsylvania,OFF-BI-10004141,OfficeSupply,Binders,Insertable Tab Indexes For Data Binders,753.6956,9,,219.9491
10361,US-2016-667798,06-07-2017,06/14/2017,Same Day,KC-16255,Eugene,Oregon,OFF-ST-10003324,OfficeSupply,Storage,Belkin OmniView SE Rackmount Kit,0.01,12,0.2,
10362,CA-2016-643776,01/18/2016,01/21/2016,Standard Class,BT-11395,Santa Fe,New Mexico,TEC-PH-10004006,technologies,Phones,Panasonic KX - TS880B Telephone,0.01,12,,-0.0015
10363,CA-2015-212670,09/24/2014,09/25/2014,Same Day,SC-20440,San Clemente,California,OFF-PA-10001763,OfficeSupply,Paper,Xerox 1896,653.5736,14,0.32,76.2122
10364,CA-2017-554440,09-06-2014,09-08-2014,Same Day,BT-11440,Loveland,Colorado,OFF-ST-10002292,OfficeSupply,Storage,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1175.5623,11,0.4,
10365,CA-2014-893382,10/18/2015,10/22/2015,Same Day,LL-16840,New York City,New York,FUR-BO-10004360,Furni,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,408.1568,4,0.32,-24.2722
10366,US-2014-408629,08/29/2014,09-04-2014,Standard Class,TB-21520,Bristol,Connecticut,OFF-PA-10004947,OfficeSupply,Paper,Easy-staple paper,1295.2504,12,0.4,
10367,US-2014-860371,09/17/2014,09/17/2014,Standard Class,PW-19030,Tamarac,Florida,OFF-PA-10001846,OfficeSupply,Paper,Xerox 1899,471.5717,9,0.7,-25.1736
10368,CA-2016-856453,03/14/2015,03/19/2015,First Class,QJ-19255,Richardson,Texas,TEC-MA-10000045,Tech,Machines,Zebra ZM400 Thermal Label Printer,16.9252,3,0.45,-7.8838
10369,CA-2017-389497,07/31/2014,08-02-2014,Same Day,JD-16060,Pasadena,California,OFF-AR-10004691,OfficeSupply,Art,Boston 1730 StandUp Electric Pencil Sharpener,165.0726,14,0.8,-111.2646
10370,CA-2015-541861,12/26/2015,12/30/2015,Same Day,SM-20905,Lakeland,Florida,TEC-PH-10001918,Tech,Phones,Nortel Business Series Terminal T7208 Digital phone,165.2532,11,0.45,-95.563
10371,CA-2014-688006,09/26/2015,10-01-2015,Standard Class,EJ-14155,Bryan,Texas,TEC-PH-10001819,Tech,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,577.534,8,0.3,-112.5455
10372,CA-2015-512513,09-05-2014,09-10-2014,Standard Class,TR-21325,Memphis,Tennessee,OFF-EN-10000927,OfficeSupply,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.01,6,0.2,-0.001
10373,CA-2016-411659,11/19/2014,11/23/2014,First Class,VF-21715,Huntsville,Texas,OFF-AP-10002534,OfficeSupply,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,934.4167,7,0.8,-464.7822
10374,US-2014-723813,11/19/2016,11/22/2016,First Class,LA-16780,Bayonne,New Jersey,OFF-BI-10002813,OfficeSupply,Binders,Avery Reinforcements for Hole-Punch Pages,254.4125,14,0.32,-73.1015
10375,CA-2017-477492,06/28/2014,07-03-2014,First Class,AG-10390,Marlborough,Massachusetts,FUR-CH-10002880,Furni,Chairs,"Global High-Back Leather Tilter, Burgundy",581.1514,14,0.32,-100.34
10376,CA-2016-665857,10/14/2014,10/20/2014,First Class,PB-19210,Yonkers,New York,OFF-LA-10004545,OfficeSupply,Labels,Avery 50,0.01,4,0.1,0.0034
10377,US-2014-694654,12/21/2014,12/22/2014,Same Day,GA-14725,Plantation,Florida,OFF-BI-10000285,OfficeSupply,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,482.3463,10,0.32,107.68
10378,CA-2017-272099,09/24/2017,09/26/2017,First Class,PC-19000,Lafayette,Louisiana,OFF-BI-10004139,OfficeSupply,Binders,Fellowes Presentation Covers for Comb Binding Machines,1315.0348,13,,10.566
10379,CA-2015-845889,05/31/2014,06-02-2014,First Class,LP-17080,Warner Robins,Georgia,TEC-AC-10003399,Tech,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,1054.011,1,0,458.441
10380,US-2014-709575,07/20/2016,07/20/2016,Second Class,BM-11650,Durham,North Carolina,OFF-PA-10000697,OfficeSupply,Paper,"TOPS Voice Message Log Book, Flash Format",0.01,10,0.5,-0.0046
10381,US-2014-891940,08-04-2017,08-08-2017,First Class,IM-15070,Waterloo,Iowa,OFF-AR-10000634,OfficeSupply,Art,Newell 320,637.4945,3,0.5,-185.4018
10382,CA-2016-956349,02/25/2014,02/28/2014,First Class,FM-14215,Cuyahoga Falls,Ohio,OFF-BI-10001191,OfficeSupply,Binders,Canvas Sectional Post Binders,810.1515,1,0.5,-237.8471
10383,CA-2016-672518,01-03-2017,01-09-2017,First Class,DK-12985,Jacksonville,Florida,OFF-SU-10004782,OfficeSupply,Supplies,"Elite 5"" Scissors",0.01,12,0.15,0.0016
10384,CA-2015-126954,10/15/2017,10/19/2017,First Class,EG-13900,Englewood,Colorado,OFF-PA-10001752,OfficeSupply,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),0.01,4,,-0.001
10385,CA-2014-581971,07-05-2016,07-06-2016,First Class,JF-15190,Laurel,Maryland,OFF-ST-10000934,OfficeSupply,Storage,"Contico 72""H Heavy-Duty Storage System",392.729,11,0.8,-211.4342
10386,US-2017-300940,02-05-2015,02-05-2015,Same Day,CG-12040,Colorado Springs,Colorado,TEC-MA-10004521,Tech,Machines,Epson Perfection V600 Photo Scanner,0.01,4,0.15,0.0017
10387,US-2014-505513,03/14/2017,03/15/2017,Standard Class,JC-15340,Buffalo,New York,OFF-AP-10000055,OfficeSupply,Appliances,Belkin F9S820V06 8 Outlet Surge,0.01,3,0.4,0
10388,CA-2014-207957,03/29/2014,04-02-2014,Second Class,MM-18280,Port Saint Lucie,Florida,OFF-LA-10000134,OfficeSupply,Labels,Avery 511,0.01,1,,0.0027
10389,CA-2015-300419,01/21/2015,01/23/2015,Second Class,JE-15715,Detroit,Michigan,OFF-PA-10001289,OfficeSupply,Paper,White Computer Printout Paper by Universal,1056.0634,13,,-315.7438
